ID,ItemID_1,Rate_1,ItemID_2,Rate_2,ItemID_3,Rate_3,ItemID_4,Rate_4,ItemID_5,Rate_5,Note
DT_ENE052,IT_Money06,0.25,IT_RapidFire03,0.2,PT_ArmorLv06,0.1,PT_EngineLv06,0.1,PT_MissilePartsLv03,0.1,
DT_ENE053,IT_Money06,0.25,IT_Repair03,0.2,PT_ArmorLv06,0.1,PT_CyberLv06,0.1,PT_LaserPartsLv03,0.1,
DT_ENE054,IT_Money06,0.25,IT_PowerUP03,0.2,PT_ArmorLv06,0.1,PT_EngineLv06,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE055,IT_Money06,0.25,IT_RapidFire03,0.2,PT_ArmorLv06,0.1,PT_CyberLv06,0.1,PT_BeamPartsLv03,0.1,
DT_ENE056,IT_Money06,0.25,IT_Repair03,0.2,PT_ArmorLv06,0.1,PT_EngineLv06,0.1,PT_MissilePartsLv03,0.1,
DT_ENE057,IT_Money06,0.25,IT_PowerUP03,0.2,PT_ArmorLv06,0.1,PT_CyberLv06,0.1,PT_LaserPartsLv03,0.1,
DT_ENE058,IT_Money06,0.25,IT_RapidFire03,0.2,PT_ArmorLv06,0.1,PT_EngineLv06,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE059,IT_Money06,0.25,IT_Repair03,0.2,PT_CyberLv06,0.1,PT_BeamPartsLv03,0.1,PT_MissilePartsLv03,0.1,
DT_ENE060,IT_Money06,0.25,IT_Repair03,0.2,PT_EngineLv06,0.1,PT_LaserPartsLv03,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE061,IT_Money07,0.25,IT_PowerUP03,0.2,PT_ArmorLv07,0.1,PT_CyberLv07,0.1,PT_BeamPartsLv04,0.1,
DT_ENE062,IT_Money07,0.25,IT_RapidFire03,0.2,PT_ArmorLv07,0.1,PT_EngineLv07,0.1,PT_RingBladePartsLv02,0.1,
DT_ENE063,IT_Money07,0.25,IT_Repair03,0.2,PT_ArmorLv07,0.1,PT_CyberLv07,0.1,PT_LaserPartsLv03,0.1,
DT_ENE064,IT_Money07,0.25,IT_PowerUP03,0.2,PT_ArmorLv07,0.1,PT_EngineLv07,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE065,IT_Money07,0.25,IT_RapidFire03,0.2,PT_ArmorLv07,0.1,PT_CyberLv07,0.1,PT_BeamPartsLv04,0.1,
DT_ENE066,IT_Money07,0.25,IT_Repair03,0.2,PT_ArmorLv07,0.1,PT_EngineLv07,0.1,PT_MissilePartsLv03,0.1,
DT_ENE067,IT_Money07,0.25,IT_PowerUP03,0.2,PT_ArmorLv07,0.1,PT_CyberLv07,0.1,PT_LaserPartsLv03,0.1,
DT_ENE068,IT_Money07,0.25,IT_RapidFire03,0.2,PT_ArmorLv07,0.1,PT_EngineLv07,0.1,PT_RingBladePartsLv02,0.1,
DT_ENE069,IT_Money07,0.25,IT_Repair03,0.2,PT_CyberLv07,0.1,PT_BeamPartsLv03,0.1,PT_MissilePartsLv03,0.1,
DT_ENE070,IT_Money07,0.25,IT_Repair03,0.2,PT_RingBladePartsLv02,0.1,PT_LaserPartsLv03,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE071,IT_Money08,0.25,IT_PowerUP03,0.2,PT_ArmorLv08,0.1,PT_CyberLv08,0.1,PT_BeamPartsLv04,0.1,
DT_ENE072,IT_Money08,0.25,IT_RapidFire03,0.2,PT_ArmorLv08,0.1,PT_EngineLv08,0.1,PT_RingBladePartsLv03,0.1,
DT_ENE073,IT_Money08,0.25,IT_Repair03,0.2,PT_ArmorLv08,0.1,PT_CyberLv08,0.1,PT_LaserPartsLv03,0.1,
DT_ENE074,IT_Money08,0.25,IT_PowerUP03,0.2,PT_ArmorLv08,0.1,PT_EngineLv08,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE075,IT_Money08,0.25,IT_RapidFire03,0.2,PT_ArmorLv08,0.1,PT_CyberLv08,0.1,PT_BeamPartsLv04,0.1,
DT_ENE076,IT_Money08,0.25,IT_Repair03,0.2,PT_ArmorLv08,0.1,PT_EngineLv08,0.1,PT_MissilePartsLv04,0.1,
DT_ENE077,IT_Money08,0.25,IT_PowerUP03,0.2,PT_ArmorLv08,0.1,PT_CyberLv08,0.1,PT_LaserPartsLv04,0.1,
DT_ENE078,IT_Money08,0.25,IT_RapidFire03,0.2,PT_ArmorLv08,0.1,PT_EngineLv08,0.1,PT_RingBladePartsLv03,0.1,
DT_ENE079,IT_Money08,0.25,IT_Repair03,0.2,PT_CyberLv08,0.1,PT_BeamPartsLv04,0.1,PT_MissilePartsLv04,0.1,
DT_ENE080,IT_Money08,0.25,IT_Repair03,0.2,PT_RingBladePartsLv03,0.1,PT_LaserPartsLv04,0.1,PT_ShockwavePartsLv02,0.1,
DT_ENE081,IT_Money09,0.25,IT_PowerUP04,0.2,PT_ArmorLv09,0.1,PT_CyberLv09,0.1,PT_BeamPartsLv04,0.1,
DT_ENE082,IT_Money09,0.25,IT_RapidFire04,0.2,PT_ArmorLv09,0.1,PT_EngineLv09,0.1,PT_MissilePartsLv04,0.1,
DT_ENE083,IT_Money09,0.25,IT_Repair04,0.2,PT_ArmorLv09,0.1,PT_CyberLv09,0.1,PT_LaserPartsLv04,0.1,
DT_ENE084,IT_Money09,0.25,IT_PowerUP04,0.2,PT_ArmorLv09,0.1,PT_EngineLv09,0.1,PT_ShockwavePartsLv03,0.1,
DT_ENE085,IT_Money09,0.25,IT_RapidFire04,0.2,PT_ArmorLv09,0.1,PT_CyberLv09,0.1,PT_RingBladePartsLv03,0.1,
DT_ENE086,IT_Money09,0.25,IT_Repair04,0.2,PT_ArmorLv09,0.1,PT_EngineLv09,0.1,PT_BeamPartsLv04,0.1,
DT_ENE087,IT_Money09,0.25,IT_PowerUP04,0.2,PT_ArmorLv09,0.1,PT_CyberLv09,0.1,PT_LaserPartsLv04,0.1,
DT_ENE088,IT_Money09,0.25,IT_RapidFire04,0.2,PT_ArmorLv09,0.1,PT_EngineLv09,0.1,PT_ShockwavePartsLv03,0.1,
DT_ENE089,IT_Money09,0.25,IT_Repair04,0.2,PT_BeamPartsLv04,0.1,PT_LaserPartsLv04,0.1,PT_RingBladePartsLv03,0.1,
DT_ENE090,IT_Money09,0.25,IT_Repair04,0.2,PT_MissilePartsLv04,0.1,PT_ShockwavePartsLv03,0.1,PT_RingBladePartsLv03,0.1,
DT_ENE091,IT_Money10,0.25,IT_PowerUP05,0.2,PT_ArmorLv10,0.1,PT_CyberLv10,0.1,PT_BeamPartsLv05,0.1,
DT_ENE092,IT_Money10,0.25,IT_RapidFire05,0.2,PT_ArmorLv10,0.1,PT_EngineLv10,0.1,PT_MissilePartsLv05,0.1,
DT_ENE093,IT_Money10,0.25,IT_Repair05,0.2,PT_ArmorLv10,0.1,PT_CyberLv10,0.1,PT_LaserPartsLv05,0.1,
DT_ENE094,IT_Money10,0.25,IT_PowerUP05,0.2,PT_ArmorLv10,0.1,PT_EngineLv10,0.1,PT_ShockwavePartsLv03,0.1,
DT_ENE095,IT_Money10,0.25,IT_RapidFire05,0.2,PT_ArmorLv10,0.1,PT_CyberLv10,0.1,PT_RingBladePartsLv04,0.1,
DT_ENE096,IT_Money10,0.25,IT_Repair05,0.2,PT_ArmorLv10,0.1,PT_EngineLv10,0.1,PT_BeamPartsLv05,0.1,
DT_ENE097,IT_Money10,0.25,IT_PowerUP05,0.2,PT_ArmorLv10,0.1,PT_CyberLv10,0.1,PT_LaserPartsLv05,0.1,
DT_ENE098,IT_Money10,0.25,IT_RapidFire05,0.2,PT_ArmorLv10,0.1,PT_EngineLv10,0.1,PT_ShockwavePartsLv03,0.1,
DT_ENE099,IT_Money10,0.25,IT_Repair05,0.2,PT_BeamPartsLv05,0.1,PT_LaserPartsLv05,0.1,PT_RingBladePartsLv04,0.1,
DT_ENE100,IT_Money10,0.25,IT_Repair05,0.2,PT_MissilePartsLv05,0.1,PT_ShockwavePartsLv03,0.1,PT_RingBladePartsLv04,0.1,
